ISBN,title,authors,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,description
553582909,Icebound,Dean R. Koontz,2000,Bantam Books,http://images.amazon.com/images/P/0553582909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582909.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582909.01.LZZZZZZZ.jpg,"'An epic tale of exploration, daring and tragedy told by a fine historian - and a wonderful writer' Peter Frankopan, author of the bestselling The Silk Roads. 'The name of William Barents isn’t that familiar to us these days…but this enthralling, elemental and literally spine-chilling epic of courage and endurance should change all that’ Roger Alton, Daily Mail A dramatic and compelling account of survival against the odds from the golden Age of Exploration. Since its beginning, the human story has been one of exploration and survival - often against long odds. The longest odds of all might have been faced by Dutch explorer William Barents and his crew of fifteen, who on Barents’ third journey into the Far Arctic in the year 1597 lost their ship to a crush of icebergs and, with few weapons and dwindling supplies, spent nine months fighting off ravenous polar bears, gnawing cold and seemingly endless winter. This is their story. In Icebound, Andrea Pitzer combines a movie-worthy tale of survival with a sweeping history of the period - a time of hope, adventure and seemingly unlimited scientific and geographic frontiers. At the story’s centre is William Barents, one of the sixteenth century’s greatest navigators, whose larger-than-life ambitions and obsessive quest to find a path through the deepest, most remote regions of the Arctic ended in both catastrophe and glory - glory because the desperation that his men endured had an epic quality that would echo through the centuries as both warning and spur to polar explorers. In a narrative that is filled with fascinating tutorials - on such topics as survival at twenty degrees below, the degeneration of the human body when it lacks Vitamin C, the history of mutiny, the practice of keel hauling, the art of celestial navigation and the intricacies of repairing masts and building shelters - the lesson that stands above all others is the feats humans are capable of when asked to double then triple then quadruple their physical capacities."
671888587,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket,http://images.amazon.com/images/P/0671888587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671888587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671888587.01.LZZZZZZZ.jpg,"Young news reporter Meghan Collins is on an assignment in a busy casualty department of a New York hospital. A trauma team bring in a street mugging victim, a young woman robbed of her identification. The medics are working furiously to revive her, but finally give up, remove the oxygen mask that has covered her face and Meghan hurls head first into a living nightmare. The face is a mirror image of her own...To add to the mystery of her murdered doppelganger, the recent death of Meghan's father is suddenly being treated as a suspicious case...As the links between these two mysterious stories increase, Meghan's own life could be in danger."
553582747,From the Corner of His Eye,Dean Koontz,2001,Bantam Books,http://images.amazon.com/images/P/0553582747.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582747.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582747.01.LZZZZZZZ.jpg,A young boy loses his sight and mysteriously regains it. It is also a story about a courageous band of seekers and a relentless killer.
425182908,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg,"The Wes Anderson Collection: Isle of Dogs is the only book to take readers behind the scenes of the beloved auteur’s newest stop-motion animated film. †‹Through the course of several in-depth interviews with film critic Lauren Wilford, writer and director Wes Anderson shares the story behind Isle of Dogs’s conception and production, and Anderson and his collaborators reveal entertaining anecdotes about the making of the film, their sources of inspiration, the ins and outs of stop-motion animation, and many other insights into their moviemaking process. Previously unpublished behind-the-scenes photographs, concept artwork, and hand-written notes and storyboards accompany the text. The book also features an introduction by critics and collaborators Taylor Ramos and Tony Zhou, and a foreword by critic Matt Zoller Seitz. The fourth volume of the New York Times bestselling Wes Anderson Collection, Isle of Dogs stays true to the series with its rich design and colorful illustrations, capturing Anderson’s signature aesthetic vision and bringing the series's definitive study of Anderson's filmography up to date. Isle of Dogs tells the story of Atari Kobayashi, 12-year-old ward to corrupt Mayor Kobayashi. When, by Executive Decree, all the canine pets of Megasaki City are exiled to a vast garbage-dump called Trash Island, Atari sets off alone in a miniature Junior-Turbo Prop and flies across the river in search of his bodyguard-dog, Spots. There, with the assistance of a pack of newly-found mongrel friends, he begins an epic journey that will decide the fate and future of the entire Prefecture. The film features the voices of Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban, Bill Murray, Jeff Goldblum, Kunichi Nomura, Akira Takayama, Greta Gerwig, Frances McDormand, F. Murray Abraham, Tilda Swinton, Akira Ito, Yoko Ono, Mari Natsuko, Harvey Keitel, Courtney B. Vance, Ken Watanabe, Scarlett Johnasson, Fisher Stevens, Nijiro Murakami, and Liev Schreiber."
042518630X,Purity in Death,J.D. Robb,2002,Berkley Publishing Group,http://images.amazon.com/images/P/042518630X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042518630X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042518630X.01.LZZZZZZZ.jpg,"We seek only the purity of justice. By the time this message reaches you, the first execution will have taken place. New York, the summer of 2059, and the unbearable heat drives everyone to the very edge of madness. So when homicide lieutenant Eve Dallas is called to a violent attack by a deranged man, she thinks she's in control. She couldn't be more wrong. Someone is managing to spread insanity like a virus, forcing targeted criminals to lose their minds. But with a method of execution so unpredictable and brutal that even those behind it are starting to panic, Eve must act decisively. Faced with a spiders-web of betrayal protecting those responsible, Eve is forced to fight back and fight dirty."
440223571,This Year It Will Be Different: And Other Stories,Maeve Binchy,1997,Dell,http://images.amazon.com/images/P/0440223571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440223571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440223571.01.LZZZZZZZ.jpg,"Christmas stories reflect on the various ways in which the holidays serve as a catalyst to promote change, growth, and new beginnings."
812523873,Proxies,Laura J. Mixon,1999,Tor Books,http://images.amazon.com/images/P/0812523873.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812523873.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812523873.01.LZZZZZZZ.jpg,"How those with the power to design technology, in the very moment of design, are allowed to imagine who is included--and who is excluded--in the future. Our world is built on an array of standards we are compelled to share. In Proxies, Dylan Mulvin examines how we arrive at those standards, asking, ""To whom and to what do we delegate the power to stand in for the world?"" Mulvin shows how those with the power to design technology, in the very moment of design, are allowed to imagine who is included--and who is excluded--in the future. For designers of technology, some bits of the world end up standing in for other bits, standards with which they build and calibrate. These ""proxies"" carry specific values, even as they disappear from view. Mulvin explores the ways technologies, standards, and infrastructures inescapably reflect the cultural milieus of their bureaucratic homes. Drawing on archival research, he investigates some of the basic building-blocks of our shared infrastructures. He tells the history of technology through the labor and communal practices of, among others, the people who clean kilograms to make the metric system run, the women who pose as test images, and the actors who embody disease and disability for medical students. Each case maps the ways standards and infrastructure rely on prototypical ideas of whiteness, able-bodiedness, and purity to control and contain the messiness of reality. Standards and infrastructures, Mulvin argues, shape and distort the possibilities of representation, the meaning of difference, and the levers of change and social justice."
842342702,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),Tim Lahaye,2000,Tyndale House Publishers,http://images.amazon.com/images/P/0842342702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842342702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842342702.01.LZZZZZZZ.jpg,"An airborne Boeing 747 is headed to London when, without any warning, passengers mysteriously disappear from their seats. Terror and chaos slowly spread not only through the plane but also worldwide as unusual events continue to unfold. For those who have been left behind, the apocalypse has just begun. A repackage of the New York Times best-selling novel Left Behind. Now a major motion picture starring Nicolas Cage!"
440225701,The Street Lawyer,JOHN GRISHAM,1999,Dell,http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225701.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225701.01.LZZZZZZZ.jpg,"The fast track derailed; the ladder collapsed. Michael bolted from the firm and took a top-secret file with him. He landed in the streets, an advocate for the homeless, a street lawyer. And a thief."
60914068,"Love, Medicine and Miracles",M.D. Bernie S. Siegel,1988,HarperCollins Publishers,http://images.amazon.com/images/P/0060914068.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060914068.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060914068.01.LZZZZZZZ.jpg,"Drawing on his clinical experience Dr Bernie Siegel shows how, by reaching out to others, people can alleviate stress and release the body's healing mechanism. He shows that when apparently terminal patients take control of their illness they can change, enrich and sometimes prolong their lives."
156047624,All the King's Men,Robert Penn Warren,1982,Harvest Books,http://images.amazon.com/images/P/0156047624.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156047624.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156047624.01.LZZZZZZZ.jpg,Willie Stark's obsession with political power leads to the ultimate corruption of his gubernatorial administration.
380715899,A Soldier of the Great War,Mark Helprin,1992,Avon Books,http://images.amazon.com/images/P/0380715899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380715899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380715899.01.LZZZZZZZ.jpg,"A young aesthete from a privileged Roman family, Alexandro Giuliani, found his charmed existence shattered by the coming of WWI. Highly recommended."
553280333,Getting Well Again,O. Carol Simonton Md,1992,Bantam,http://images.amazon.com/images/P/0553280333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280333.01.LZZZZZZZ.jpg,"Based on the Simontons' experience with hundreds of patients at their world-famous Cancer Counseling and Research Center, Getting Well Again introduces the scientific basis for the ""will to live."" In this revolutionary book the Simontons profile the typical ""cancer personality"": how an individual's reactions to stress and other emotional factors can contribute to the onset and progress of cancer -- and how positive expectations, self-awareness, and self-care can contribute to survival. This book offers the same self-help techniques the Simonton's patients have used to successfully to reinforce usual medical treatment -- techniques for learning positive attitudes, relaxation, visualization, goal setting, managing pain, exercise, and building an emotional support system."
964778319,An Atmosphere of Eternity: Stories of India,David Iglehart,2002,Sunflower Press,http://images.amazon.com/images/P/0964778319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0964778319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0964778319.01.LZZZZZZZ.jpg,"Ten short stories set in India, dealing with the unpredictable effects of contact between Indians and Americans."
671623249,LONESOME DOVE,Larry McMurtry,1986,Pocket,http://images.amazon.com/images/P/0671623249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671623249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671623249.01.LZZZZZZZ.jpg,"The timeless, bestselling four-part epic that began with the Pulitzer Prize-winning Lonesome Dove takes readers into the lives of Augustus McCrae and Woodrow Call, two tough-as-nails Texas Rangers in the heyday of the Old West. Dead Man’s Walk As young Texas Rangers, Augustus McCrae and Woodrow Call--""Gus"" and ""Call"" for short--have much to learn about survival in a land fraught with perils: not only the blazing heat and raging tornadoes, roiling rivers and merciless Indians, but also the deadly whims of soldiers. On their first expeditions--led by incompetent officers and accompanied by the robust, dauntless whore known as the Great Western--they will face death at the hands of the cunning Comanche war chief Buffalo Hump and the silent Apache Gomez. They will be astonished by the Mexican army. And Gus will meet the love of his life. Comanche Moon Texas Rangers August McCrae and Woodrow Call, now in their middle years, are still figuring out how to deal with the ever-increasing tensions of adult life--Gus with his great love, Clara Forsythe, and Call with Maggie Tilton, the young whore who loves him--when they sign up to pursue the Comanche horse thief Kicking Wolf into Mexico. On this mission their captain, Inish Scull, is captured by the brutally cruel Mexican bandit Ahumado, and Gus and Call must come to the rescue, with the aid of new friends including Joshua Deets, Jake Spoon, and Pea Eye Parker, as well as the renowned Kickapoo tracker, Famous Shoes. Lonesome Dove Gus and Call, now retired from the Texas Rangers and settled in the border town of Lonesome Dove running the Hat Creek Cattle Company, are visited by their old friend Jake Spoon, who convinces Gus and Call to gather a herd of cattle and drive them north to Montana in order to start a cattle ranch in untouched territory. Gus is further motivated by a desire to see the love of his life, Clara Allen (nee Forsythe), who now lives with her children and comatose horse-trader husband in Ogallala, Nebraska. On the way to Montana they travel through wild country full of thieves, murderers, and a lifetime's worth of unforgettable adventure. Streets of Laredo Woodrow Call is back in Texas, a Ranger once again and a general gun-for-hire, but increasingly a relic as the westward sprawl of the railroads rapidly settles the once lawless frontier. Hired by a railroad tycoon to hunt down a dangerous bandit named Joey Garza, Call sets out once again with a hapless Yankee named Ned Brookshire who works for the railroad company that hired Call. Call's old friend Pea Eye Parker--who initially refused to join the expedition because of his family--sets off with the Kickapoo tracker Famous Shoes to try to catch up with Call, until he runs into troubles of his own. The long pursuit of Garza leads them all across the last wild stretches of the West into a hellhole known as Crow Town and, finally, into the vast, relentless plains of the Texas frontier."
679810307,Shabanu: Daughter of the Wind (Border Trilogy),SUZANNE FISHER STAPLES,1991,Laurel Leaf,http://images.amazon.com/images/P/0679810307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679810307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679810307.01.LZZZZZZZ.jpg,"Set against the backdrop of desert life in present-day Pakistan, this book offers a passionate and deeply personal portrait of a young girl's struggle for identity in a culture that forbids even token expressions of independence by women. 1990 Newbery Honor Book; ALA Notable Book; ALA Best Book for Young Adults; A Notable Children's Trade Book in the Field of Social Studies; ""Horn Book"" Fanfare Honor Book; IRA Teachers' Choice. Copyright © Libri GmbH. All rights reserved."
679865691,Haveli (Laurel Leaf Books),SUZANNE FISHER STAPLES,1995,Laurel Leaf,http://images.amazon.com/images/P/0679865691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679865691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679865691.01.LZZZZZZZ.jpg,"In this sequel to the Newbery Honor book ""Shabanu, "" Shabanu, the youngest ofRahim's four wives, flees with her daughter to Rahim's old family home in thecity to escape the cruelty and jealously of his other wives."
2070423204,Lieux dits,Michel Tournier,2002,Gallimard,http://images.amazon.com/images/P/2070423204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070423204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070423204.01.LZZZZZZZ.jpg,"Meursault, Clos de Vougeot, Chevalier-Montrachet, Le Corton, Vosne-Romanée, Les Perrières, Les Amoureuses, Etournelles,... All these prestigious Crus names that can be seen on Burgundy wine labels have such a mysterious and charming appeal that those who discover them wish to know more about their secrets. These Crus, mostly villages, Climats and lieux-dits were given their names a long time ago. Discovering their origin and meaning enables us to get a better understanding of the history and way of life of the growers who have lived in Burgundy for two millenniums, thus contributing by their work and under-standing of the place to improve this land and make it an exceptional vineyard. This book is divided into two distinct but complementary parts : In the first part, you will find the detailed maps of all the Climats and lieux-dits covering the 35 wine growing communes of the Great Burgundy Vineyards : the Côte de Beaune and the Côte de Nuits. These maps are completed by the list of all the Climats and lieux-dits classified by appellations : Communales (or Villages), Premier Crus and Grand Crus, with the surface area of each parcel, the colour of the wine pro-duced and the name of the Grand Crus growers. n the second part, you will dis-cover a unique approach of the origin and meaning of each of the 1,463 Climats and lieux-dits names that are explained in a clear and lively style .The par-celling out of the Burgundian vineyard in so many parcels is one of its original features. Each parcel has its own char-acteristics, identity, history and name that make it differ-ent from the others. Describing this diversity is the purpose of this book. As Bernard Pivot nicely says : ""In Burgundy, when you talk about the 'Climat', you don't look up at the sky but you look down to the soil""."
394743741,The yawning heights,Aleksandr Zinoviev,1980,Random House,http://images.amazon.com/images/P/0394743741.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394743741.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394743741.01.LZZZZZZZ.jpg,"""In his first published novel, Soviet philosopher Alexander Zinoviev chose to satirize and ridicule Soviet society in Yawning Heights, presented as the city/nation of Ibansk. Every Ibanskian citizen is named Iban Ibanovich Ibanov, and therefore goes by a nickname as Chatterer, Slanderer, Boss, Hog, Truthteller, Dauber, Sociologist, and many others. Truth Teller is obviously Alexander Solzhenitsyn, the Boss is Stalin, Hog is Khrushchev. Lesser characters are more difficult to figure out. Ibansk roughly translates into English as 'Screw Town of (or for) all Ivans'. Their political religion is called the Ism (which is short for Soc-ism), and nobody really believes in it. When it was written the book was essentially a superlative description of the Soviet Union.""--Goodreads"
042511774X,Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group,http://images.amazon.com/images/P/042511774X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042511774X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042511774X.01.LZZZZZZZ.jpg,"Meet Maggie Moran. Nearing fifty and married with two children, she and her husband drive from Baltimore to Deer Lick to attend the funeral of a friend one hot summer day. During the course of the journey, with its several unexpected detours into the lives of old friends and grown children, Maggie's eternal optimism and her inexhaustible passion for sorting out other people's lives and willing them to fall in love is severely tested... **ANNE TYLER HAS SOLD OVER 8 MILLION BOOKS WORLDWIDE** 'Anne Tyler takes the ordinary, the small, and makes them sing' Rachel Joyce 'She knows all the secrets of the human heart' Monica Ali 'A masterly author' Sebastian Faulks 'I love Anne Tyler. I've read every single book she's written' Jacqueline Wilson"
804106304,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),http://images.amazon.com/images/P/0804106304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804106304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804106304.01.LZZZZZZZ.jpg,"Discover Amy Tan's moving and poignant tale of immigrant Chinese mothers and their American-born daughters. 'The Joy Luck Club is an ambitious saga that's impossible to read without wanting to call your Mum' Stylist In 1949 four Chinese women, recent immigrants to San Francisco, meet weekly to play mahjong and tell stories of what they left behind in China. United in loss and new hope for their daughters' futures, they call themselves the Joy Luck Club. Their daughters, who have never heard these stories, think their mothers' advice is irrelevant to their modern American lives - until their own inner crises reveal how much they've unknowingly inherited of their mothers' pasts. 'Pure enchantment' Mail on Sunday"
1853262404,Heart of Darkness (Wordsworth Collection),Joseph Conrad,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853262404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853262404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853262404.01.LZZZZZZZ.jpg,"Generally regarded as the pre-eminent work of Conrad's shorter fiction, 'Heart of Darkness' is a chilling tale of horror which, as the author intended, is capable of many interpretations."
312970242,The Angel Is Near,Deepak Chopra,2000,St. Martin's Press,http://images.amazon.com/images/P/0312970242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312970242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312970242.01.LZZZZZZZ.jpg,"All around the world the fabric of reality is unraveling as ordinary people confront strange, terrifying phenomona, and scientists struggle to inderstand it."
60938412,The Accidental Virgin,Valerie Frankel,2003,Avon Trade,http://images.amazon.com/images/P/0060938412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060938412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060938412.01.LZZZZZZZ.jpg,"'You’re almost a virgin again’: When Stacy Hamilton’s best friend points out how long it’s been since Stacy broke up with her last boyfriend she can’t believe it. In college, a dry month had seemed unbearable. So what’s happened? You’d think her job at Thongs.com concocting sexy lingerie would get her in the mood. But the guys she’s been dating recently aren’t exactly enticing. Stacy decides drastic action is required. It’s time to widen her search for the ideal man..."
345465083,Seabiscuit,LAURA HILLENBRAND,2003,Ballantine Books,http://images.amazon.com/images/P/0345465083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345465083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345465083.01.LZZZZZZZ.jpg,"In the middle of the worst depression in U.S. history, one young racehorse lifted a nation's spirits. Seabiscuit was born in 1933 on a farm in Kentucky. Though bred for racing, he was weak and undersized. He slept too long and ate too much. Against the odds, he began to win local races. He was given a new coach who trained him to race in larger circuits. Soon enough, this scrappy horse began beating the best racehorses in the country. He became a media darling and won national competitions. In 1938 he was voted U.S. Horse of the Year. Seabiscuit's undying spirit and come-from-behind story made him a celebrity and hero for millions."
451625889,The Prince,Niccolo Machiavelli,1952,Signet Book,http://images.amazon.com/images/P/0451625889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451625889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451625889.01.LZZZZZZZ.jpg,Reproduction of the original. The publishing house Megali specialises in reproducing historical works in large print to make reading easier for people with impaired vision.
1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991,Thomas Nelson,http://images.amazon.com/images/P/1558531025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558531025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558531025.01.LZZZZZZZ.jpg,A collection of advice on how to live a happy and rewarding life.
441783589,Starship Troopers,Robert A. Heinlein,1987,Ace Books,http://images.amazon.com/images/P/0441783589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441783589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441783589.01.LZZZZZZZ.jpg,In a futuristic military adventure a recruit goes through the roughest boot camp in the universe and into battle with the Terran Mobile Infantry in what historians would come to call the First Interstellar War
394895894,"The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)",PHILIP PULLMAN,1988,Laurel Leaf,http://images.amazon.com/images/P/0394895894.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394895894.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394895894.01.LZZZZZZZ.jpg,"Soon after Sally Lockhart's father drowns at sea, she receives an anonymous letter. The warning it contains makes a man die of fear at her feet. Determined to discover the truth about her father's death, Sally is plunged into a terrifying mystery in the dark heart of Victorian London, at the centre of which lies a deadly blood-soaked jewel."
1569871213,Black Beauty (Illustrated Classics),Anna Sewell,1995,Landoll,http://images.amazon.com/images/P/1569871213.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569871213.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569871213.01.LZZZZZZZ.jpg,"Themes: Hi-Lo, adapted classics, low level classics, graphic novel. These literary masterpieces are made easy and interesting. This series features classic tales retold with color illustrations to introduce literature to struggling readers. Each 64-page softcover book retains key phrases and quotations from the original classics. The author tells this unforgettable story, which takes place in nineteenth-century England, through the eyes of Black Beauty. The reader will feel the love & cruelty that this great stallion experiences. Beginning with Black Beauty's wonderful life with his master, Squire Gordon, and the kindness of Jerry Barker to the terrible times as a ""cab"" horse having to tolerate the torture of the ""proper"" English bearing reins, Black Beauty's story speaks for all animals that can't speak for themselves."
375410538,Anil's Ghost,MICHAEL ONDAATJE,2000,Knopf,http://images.amazon.com/images/P/0375410538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375410538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375410538.01.LZZZZZZZ.jpg,"A breathtaking novel about love and the horrors of civil war from the bestselling author of The English Patient. 'There is much to astonish, to disturb and to admire in this book... A rare triumph' Guardian Anil's Ghost transports us to Sri Lanka, a country steeped in centuries of tradition, now forced into the late twentieth century by the ravages of a bloody civil war. Enter Anil Tissera, a young woman and forensic anthropologist born in Sri Lanka but educated in the West, sent by an international human rights group to identify the victims of the murder campaigns sweeping the island. When Anil discovers that the bones found in an ancient burial site are in fact those of a much more recent victim, her search for the terrible truth hidden in her homeland begins. What follows is a story about love, about family, about identity - a story driven by a riveting mystery."
966986105,Prescription for Terror,Sandra Levy Ceren,1999,Andrew Scott Publishers,http://images.amazon.com/images/P/0966986105.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0966986105.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0966986105.01.LZZZZZZZ.jpg,"When rape and murder strike young, single women on the sun-drenched San Diego coast, police are stumped. One of the victims was Dr. Cory Cohen's patient. The trauma triggers flashbacks of Cory's own terrifying rape. Her attacker went free, but she vows this one will not. Armed with psychological expertise, she is determined to uncover his identity. In her relentless pursuit, she risks the loss of an important friendship, and worse, places herself squarely into the killer's path."
340767936,Turning Thirty,Mike Gayle,2000,Hodder &amp; Stoughton General Division,http://images.amazon.com/images/P/0340767936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340767936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340767936.01.LZZZZZZZ.jpg,"What's the big deal? Unlike a lot of people, Matt Beckford is actually looking forward to turning thirty. His twenties really weren't so great...and now he has his love life, his career, his finances -- even his record collection -- pretty much in order, like any good grown-up should. But when, out of the blue, Elaine announces she ""can't do this anymore,"" Matt is left with the prospect of facing the big three-oh alone. Compounding his misery is the fact that he has to move back in with his parents. What's it all about, Alfie? Mum and Dad immediately start driving Matt up the wall, and emails from Elaine and nights out with his old school chum Gershwin aren't enough to snap Matt out of his existential funk. So he decides to track down more old schoolmates and see how they're handling this thirty thing. One by one, he gets in touch with the rest of the magnificent seven -- Pete, Bev, Katrina, Elliot, and Ginny, his former on-off girlfriend -- and soon the old gang is back together. But they're a lot older and a lot has changed and, even if he and Ginny still seem attracted to each other, you can't have an on-off girlfriend when you're thirty. Can you?"
743403843,Decipher,Stel Pavlou,2002,Simon &amp; Schuster (Trade Division),http://images.amazon.com/images/P/0743403843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743403843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743403843.01.LZZZZZZZ.jpg,"Ancient monuments all over the world - from the Pyramids of Giza, to Mexico, to the ancient sites of China - are also awakening, reacting to a brewing crisis not of this earth, connecting to each other in some kind of ancient global network. A small group of scientists is assembled to attempt to unravel the mystery. What they discover will change the world. Imagine that 12,000 years ago it really did rain for 40 days and 40 nights. That storms reigned supreme. Imagine that survivors of human civilization really were forced to take to boats or hide out in caves on mountaintops. Then consider that these same myths from around the world predict this kind of devastation will occur time and again. What could cause such a catastrophe? What occurs in nature with such frightening and predictable regularity? A pulsar. But this is not just any pulsar - the ordinary type that pulses once a second, a minute, or even a week. This pulses once every 12,000 years and sends out a gravity wave of such ferocity it beggars belief. Not only that, it's closer than anybody has ever imagined. For it lives in our own backyard. It is the Sun."
60930365,"My First Cousin Once Removed: Money, Madness, and the Family of Robert Lowell",Sarah Payne Stuart,1999,Perennial,http://images.amazon.com/images/P/0060930365.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060930365.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060930365.01.LZZZZZZZ.jpg,"The art of being truly funny is an undervalued one in these angst-ridden times, but it is an ability that acclaimed novelist Sarah Payne Stuart has in abundance. Her talents have never been on more glorious display than in My First Cousin Once Removed, a memoir--at once hilarious, personal and sad--of her extraordinary Boston Brahmin family, whose most famous member is the legendary poet Robert Lowell, the author's first cousin (once removed)."
60177586,Standing Firm: A Vice-Presidential Memoir,Dan Quayle,1994,Harpercollins,http://images.amazon.com/images/P/0060177586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060177586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060177586.01.LZZZZZZZ.jpg,"An autobiography by the America's forty-fourth Vice President, provides the first and most authoritative account of the Bush Administration."
