id,etag,title,authors,publishedDate,description,pageCount,printType,maturityRating,imageLinks,language,previewLink,textSnippet,ISBN_10,ISBN_13,genre
MBBmDwAAQBAJ,MW4EBsVxaR0,Empire of Sand,Tasha Suri,2018-11-13,"'Empire of Sand thoroughly swept me away' S. A. Chakraborty, author of CITY OF BRASS 'A darkly intricate, devastating, and utterly original story about the ways we are bound by those we love' R. F. Kuang, author of THE POPPY WAR A NOBLEMAN'S DAUGHTER WITH MAGIC IN HER BLOOD AN EMPIRE BUILT ON THE DREAMS OF ENSLAVED GODS Mehr is a girl trapped between two cultures. Her father comes from the ruling classes of the empire, but her mother's people were outcasts, Amrithi nomads who worshipped the spirits of the sands. Caught one night performing these forbidden rites, Mehr is brought to the attention of the Emperor's most feared mystics, who try to force her into their service by way of an arranged marriage. If she fails in their bidding, the gods themselves may awaken and seek vengeance... From British debut author Tasha Suri, Empire of Sand is a lush and beautiful tale set in a magical world inspired by medieval India. 'Draws you into an intricately realised world of blood and secrets. An arresting and magical history told through the eyes of an indomitable heroine. I cannot ask for more' Jeannette Ng 'Astounding . . . the epic story set my heart free' Fran Wilde 'The best fantasy novel I have read this year' Miles Cameron TASHA SURI is a librarian in London. Follow her on twitter at @tashadrinkstea for updates. Look out for Realm of Ash and The Jasmine Throne.",464.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=MBBmDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=MBBmDwAAQBAJ&printsec=frontcover&dq=The+Jasmine+Throne&hl=&cd=5&source=gbs_api,I cannot ask for more&#39; Jeannette Ng &#39;Astounding . . . the epic story set my heart free&#39; Fran Wilde &#39;The best fantasy novel I have read this year&#39; Miles Cameron TASHA SURI is a librarian in London.,0356511995,9780356511993.0,Fantasy
toBQDwAAQBAJ,4omAbaMeGA8,City of Lies,Sam Hawke,2018-08-23,"I was seven years old the first time my uncle poisoned me... Jovan wears two faces. Outwardly, he is the lifelong friend of the Chancellor’s charming, irresponsible heir. He’s quiet. Forgettable even. But in truth he is a master of poisons and chemicals, trained to protect the Chancellor’s family. Then there is his sister, Kalina. She hides her frustrations behind a mask of serenity. While other women of the city holds positions of power and responsibility, her path is full of secrets and lies - some hidden even from her own brother. It's when the Chancellor succumbs to an unknown poison and an army lays siege to the city that the siblings' world begins to truly unravel. Trapped and desperate, they soon discover that the society into which they were born and grew up also possesses two faces - for behind the sophistication and the beauty lies an ugly truth - this is a world built on oppression and treachery . . . This fabulous epic fantasy debut that will appeal to readers of Joe Abercrombie and Terry Brooks, Robin Hobb and Mark Lawrence and all points in between.",640.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=toBQDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=toBQDwAAQBAJ&printsec=frontcover&dq=The+Jasmine+Throne&hl=&cd=6&source=gbs_api,"Trapped and desperate, they soon discover that the society into which they were born and grew up also possesses two faces - for behind the sophistication and the beauty lies an ugly truth - this is a world built on oppression and treachery  ...",1473561434,9781473561434.0,Fiction
r4zzDwAAQBAJ,MYIHWfiO+8g,The Burning Kingdoms,Sally Green,2020-08-25,"The heart-pounding conclusion to the daring Smoke Thieves trilogy. In this conclusion to the epic Smoke Thieves trilogy, the world has erupted into all-out war. King Aloysius is mining powerful demon smoke and using it to fuel an unstoppable army of children. March, now banished for treason, has joined up with this boy army. Forbidden from ever seeing Edyon again, and overwhelmed by his own betrayal, March no longer cares if he lives or dies. Catherine--now queen of Pitoria--must find a way to defeat the boy army, while also grappling with her own troubles: her secret demon smoke addiction, and unresolved tension with her former lover, Ambrose. Catherine seeks military support from Calidor by reaching out to her illegitimate cousin Edyon, who has been proclaimed heir to the Calidorian throne. But Edyon has almost no power as he's entangled in the unfamiliar machinations and manipulations of the royal court, finding that being the claimed son of a prince may be no easier than being a bastard. With Catherine, his love, now married off and moving on, and his brother and sister tortured and executed before him, Ambrose doesn't know what his role in this world is any more. He leads an expedition into the demon world, hoping to destroy the boy army's stores of demon smoke. In this underground world, he runs into Tash, whom everyone had believed dead. She has survived in this new world using magical abilities that, prior to now, only demons had. Aloysius will send his demon smoke-powered boy army to kill them all, if he can. But what nobody knows is that there is more to the smoke than meets the eye...",482.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=r4zzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=r4zzDwAAQBAJ&dq=The+Jasmine+Throne&hl=&cd=7&source=gbs_api,The heart-pounding conclusion to the daring Smoke Thieves trilogy.,0425290271,9780425290279.0,Fantasy
yre-DwAAQBAJ,0wDhGkjw9WQ,Ignite the Sun,Hanna Howard,2020-08-18,"Once upon a time, there was something called the sun …In a kingdom ruled by a witch, the sun is just part of a legend about Light-filled days of old. But now Siria Nightingale is headed to the heart of the darkness to try and restore the Light—or lose everything trying. Sixteen-year-old Siria Nightingale has never seen the sun. That’s because Queen Iyzabel shrouded the kingdom in shadow upon her ascent to the throne, with claims it would protect her subjects from the dangerous Light. The Darkness has always left Siria uneasy, and part of her still longs for the stories of the Light-filled days she once listened to alongside her best friend Linden, told in secret by Linden’s grandfather. But Siria’s need to please her strict and demanding parents means embracing the dark and heading to the royal city—the very center of Queen Izybel’s power—for a chance at a coveted placement at court. And what Siria discovers at the Choosing Ball sends her on a quest toward the last vestiges of Light, alongside a ragtag group of rebels who could help her restore the sun … or doom the kingdom to shadow forever. Ignite the Sun?is: A YA fantasy adventure with a unique take of the light versus dark trope An allegorical exploration of the struggle with anxiety and depression Perfect for readers 13 and up A great gift for Christmas, birthday, or other gift giving holidays of young adult readers A good book club pick or cozy winter read",353.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=yre-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=yre-DwAAQBAJ&printsec=frontcover&dq=The+Jasmine+Throne&hl=&cd=8&source=gbs_api,"The Darkness has always left Siria uneasy, and part of her still longs for the stories of the Light-filled days she once listened to alongside her best friend Linden, told in secret by Linden’s grandfather.",0310769752,9780310769750.0,Fiction
OtU2EAAAQBAJ,AsoOKPGg7zE,What Souls Are Made Of: A Wuthering Heights Remix,Tasha Suri,2022-07-05,"In the Remixed Classics series, authors from marginalized backgrounds reinterpret classic works through their own cultural lens to subvert the overwhelming cishet, white, and male canon. Two British Indian teens cut off from their heritage find solace in each other in this gothic Wuthering Heights YA remix that subverts the default whiteness of the original text. Sometimes, lost things find their way home... Yorkshire, North of England, 1786. As the abandoned son of a lascar—a sailor from India—Heathcliff has spent most of his young life maligned as an ""outsider."" Now he's been flung into an alien life in the Yorkshire moors, where he clings to his birth father's language even though it makes the children of the house call him an animal, and the maids claim he speaks gibberish. Catherine is the younger child of the estate's owner, a daughter with light skin and brown curls and a mother that nobody talks about. Her father is grooming her for a place in proper society, and that's all that matters. Catherine knows she must mold herself into someone pretty and good and marriageable, even though it might destroy her spirit. As they occasionally flee into the moors to escape judgment and share the half-remembered language of their unknown kin, Catherine and Heathcliff come to find solace in each other. Deep down in their souls, they can feel they are the same. But when Catherine's father dies and the household's treatment of Heathcliff only grows more cruel, their relationship becomes strained and threatens to unravel. For how can they ever be together, when loving each other—and indeed, loving themselves—is as good as throwing themselves into poverty and death? Praise for What Souls Are Made Of: ""A gorgeously reclaimed Gothic. ... I’m a Tasha Suri fan for life."" —Chloe Gong, New York Times-bestselling author of These Violent Delights ""With its brooding characters, gorgeous setting, and a romance that sparkles with electricity, this retelling of Wuthering Heights breathes fresh air into an old classic."" —Stacey Lee, New York Times-bestselling author of The Downstairs Girl and Luck of the Titanic The Remixed Classics Series A Clash of Steel: A Treasure Island Remix by C.B. Lee So Many Beginnings: A Little Women Remix by Bethany C. Morrow Travelers Along the Way: A Robin Hood Remix by Aminah Mae Safi What Souls Are Made Of: A Wuthering Heights Remix by Tasha Suri Self-Made Boys: A Great Gatsby Remix by Anna-Marie McLemore My Dear Henry: A Jekyll & Hyde Remix by Kalynn Bayron Teach the Torches to Burn: A Romeo & Juliet Remix by Caleb Roehrig Into the Bright Open: A Secret Garden Remix by Cherie Dimaline Most Ardently: A Pride & Prejudice Remix by Gabe Cole Novoa",223.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=OtU2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=OtU2EAAAQBAJ&printsec=frontcover&dq=The+Jasmine+Throne&hl=&cd=9&source=gbs_api,"I’m a Tasha Suri fan for life.&quot; —Chloe Gong, New York Times-bestselling author of These Violent Delights &quot;With its brooding characters, gorgeous setting, and a romance that sparkles with electricity, this retelling of Wuthering Heights ...",1250773512,9781250773517.0,Science Fiction
2zJzDwAAQBAJ,b+KcXHMwP5M,The Throne of the Five Winds,S. C. Emmett,2019-10-15,"""Intricate, elegant and sharp as a blade―The Throne of the Five Winds is sweeping political fantasy at its finest."" ―Tasha Suri, author of The Jasmine Throne Two women are forced to navigate a treacherous imperial court determined to consume them in this sweeping and richly detailed first book of an East Asian-inspired epic fantasy series. The imperial palace―full of ambitious royals, sly gossip, and unforeseen perils―is perhaps the most dangerous place in the Empire of Zhaon. Komor Yala, the lady-in-waiting to the princess of the vanquished kingdom of Khir, has only her wits and a hidden blade to protect herself and her charge, who was sacrificed in marriage to secure a tenuous peace. Soon, Komor Yala and the Khir princess find themselves pawns in the deadly schemes for the throne. And when the emperor falls ill, a far bloodier game begins... A single hidden blade could alter the course of history in this epic tale of ambition, honor, and sacrifice, perfect for fans of The Tiger's Daughter and The Grace of Kings. Praise for the Hostage of Empire series: ""With a deliberate pace and fine attention to details of dress and custom, Emmett weaves a masterful tale of court intrigues."" ―Booklist (starred review) ""Action and intrigue takes place within a layered and beautifully realized fantasy world that will appeal to readers of K. Arsenault Rivera's The Tiger's Daughter.""―B&N Sci-Fi & Fantasy Blog Hostage of Empire The Throne of the Five Winds The Poison Prince The Blood Throne",704.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=2zJzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=2zJzDwAAQBAJ&printsec=frontcover&dq=The+Jasmine+Throne&hl=&cd=10&source=gbs_api,"And when the emperor falls ill, a far bloodier game begins... A single hidden blade could alter the course of history in this epic tale of ambition, honor, and sacrifice, perfect for fans of The Tiger&#39;s Daughter and The Grace of Kings.",0316558281,9780316558280.0,Science Fiction
jU8aEAAAQBAJ,2AJSomupku4,A Master of Djinn,P. Djèlí Clark,2021-05-11,"WINNER OF THE NEBULA AWARD FOR BEST NOVEL WINNER OF THE LOCUS AWARD FOR BEST FIRST NOVEL 'Clever, wickedly fun . . . with an excellent balance of humour and heart. I loved it' S. A. Chakraborty, author of The City of Brass Cairo, 1912: Though Fatma el-Sha'arawi is the youngest woman working for the Ministry of Alchemy, Enchantments and Supernatural Entities, she's certainly not a rookie, especially after preventing the destruction of the universe last summer. So when someone murders a secret brotherhood dedicated to one of the most famous men in history, Al-Jahiz, Agent Fatma is called onto the case. Al-Jahiz transformed the world fifty years ago when he opened up the veil between the magical and mundane realms, before vanishing into the unknown. This murderer claims to be Al-Jahiz, returned to condemn the modern age for its social oppressions. His dangerous magical abilities instigate unrest in the streets of Cairo that threaten to spill over onto the global stage. Alongside her Ministry colleagues and a familiar person from her past, Agent Fatma must unravel the mystery behind this imposter to restore peace to the city - or face the possibility he could be exactly who he seems . . . P. Djèlí Clark is the winner of the Nebula, Locus, and Alex Awards and has been shortlisted for the Hugo Award.",379.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=jU8aEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=jU8aEAAAQBAJ&printsec=frontcover&dq=A+Master+of+Djinn&hl=&cd=1&source=gbs_api,". . P. Djèlí Clark is the winner of the Nebula, Locus, and Alex Awards and has been shortlisted for the Hugo Award.",0356516873,9780356516875.0,Fantasy
RsHVCwAAQBAJ,ekybBUFRZ7g,A Dead Djinn in Cairo,P. Djèlí Clark,2016-05-18,"Alex Award-winning author P. Djèlí Clark, A Dead Djinn in Cairo is a Tor.com original historcal fantasy set in an alternate early twentieth century infused with the otherworldly. Egypt, 1912. In Cairo, the Ministry of Alchemy, Enchantments and Supernatural Entities investigate disturbances between the mortal and the (possibly) divine. What starts off as an odd suicide case for Special Investigator Fatma el-Sha’arawi leads her through the city’s underbelly as she encounters rampaging ghouls, saucy assassins, clockwork angels, and a plot that could unravel time itself. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",32.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=RsHVCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=RsHVCwAAQBAJ&printsec=frontcover&dq=A+Master+of+Djinn&hl=&cd=2&source=gbs_api,"Alex Award-winning author P. Djèlí Clark, A Dead Djinn in Cairo is a Tor.com original historcal fantasy set in an alternate early twentieth century infused with the otherworldly.",0765389444,9780765389442.0,Fiction
cAvleJ1QvXYC,bz6Q6MBfP7o,Master of the Jinn,Irving Karchmar,2004,"Here is a tale set on the Path of the Heart, a beautifully written mystical adventure wherein a modern-day Sufi Master sends seven companions on a perilous quest for the greatest treasure of the ancient world - King Solomon's ring. The legendary seal ring is said to control the Jinn, those terrifying demons of living fire, and in seeking it the companions discover not only the truth of the Jinn, but also the path of Love and the infinite mercy of God.",236.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=cAvleJ1QvXYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=cAvleJ1QvXYC&printsec=frontcover&dq=A+Master+of+Djinn&hl=&cd=3&source=gbs_api,"Here is a tale set on the Path of the Heart, a beautifully written mystical adventure wherein a modern-day Sufi Master sends seven companions on a perilous quest for the greatest treasure of the ancient world - King Solomon&#39;s ring.",1594577234,9781594577239.0,Romance
uwRHDwAAQBAJ,zPy4KiSLsh8,The Black God's Drums,P. Djèlí Clark,2018-08-21,"Rising science fiction and fantasy star P. Djèlí Clark brings an alternate New Orleans of orisha, airships, and adventure to life in his immersive debut novella The Black God's Drums. Alex Award Winner! In an alternate New Orleans caught in the tangle of the American Civil War, the wall-scaling girl named Creeper yearns to escape the streets for the air--in particular, by earning a spot on-board the airship Midnight Robber. Creeper plans to earn Captain Ann-Marie’s trust with information she discovers about a Haitian scientist and a mysterious weapon he calls The Black God’s Drums. But Creeper also has a secret herself: Oya, the African orisha of the wind and storms, speaks inside her head, and may have her own ulterior motivations. Soon, Creeper, Oya, and the crew of the Midnight Robber are pulled into a perilous mission aimed to stop the Black God’s Drums from being unleashed and wiping out the entirety of New Orleans. “A sinewy mosaic of Haitian sky pirates, wily street urchins, and orisha magic. Beguiling and bombastic!”—New York Times bestselling author Scott Westerfeld At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",98.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=uwRHDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=uwRHDwAAQBAJ&printsec=frontcover&dq=A+Master+of+Djinn&hl=&cd=4&source=gbs_api,"Rising science fiction and fantasy star P. Djèlí Clark brings an alternate New Orleans of orisha, airships, and adventure to life in his immersive debut novella The Black God&#39;s Drums.",1250294703,9781250294708.0,Fantasy
x-NtDwAAQBAJ,sEIoZes0iJY,The Haunting of Tram Car 015,P. Djèlí Clark,2019-02-19,"P. Djèlí Clark returns to the historical fantasy universe of ""A Dead Djinn in Cairo"", with the otherworldly adventure novella The Haunting of Tram Car 015. Finalist for the 2020 Hugo Award Finalist for the 2020 Nebula Award Finalist for the 2020 Locus Award Cairo, 1912: The case started as a simple one for the Ministry of Alchemy, Enchantments and Supernatural Entities — handling a possessed tram car. Soon, however, Agent Hamed Nasr and his new partner Agent Onsi Youssef are exposed to a new side of Cairo stirring with suffragettes, secret societies, and sentient automatons in a race against time to protect the city from an encroaching danger that crosses the line between the magical and the mundane. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",109.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=x-NtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=x-NtDwAAQBAJ&printsec=frontcover&dq=A+Master+of+Djinn&hl=&cd=5&source=gbs_api,"P. Djèlí Clark returns to the historical fantasy universe of &quot;A Dead Djinn in Cairo&quot;, with the otherworldly adventure novella The Haunting of Tram Car 015.",1250294789,9781250294784.0,Fantasy
NZb-DwAAQBAJ,UfiIdplN+0c,It Had to Be You,Georgia Clark,2021-05-04,"An Elin Hilderbrand Entertainment Weekly Summer Reading Pick “The book-equivalent of a perfect first date... Highly highly recommend.” —Elin Hilderbrand, #1 New York Times bestselling author “A heady kaleidoscope of romance, heartbreak, and healing that’s both rich in insight and enchantingly funny.” —Fiona Davis, New York Times bestselling author The author of the “emotional, hilarious, and thought-provoking” (People) novel The Bucket List returns with a witty and heartfelt romantic comedy featuring a wedding planner, her unexpected business partner, and their coworkers in a series of linked love stories—perfect for fans of Christina Lauren and Casey McQuiston. For the past twenty years, Liv and Eliot Goldenhorn have run In Love in New York, Brooklyn’s beloved wedding-planning business. When Eliot dies unexpectedly, he even more unexpectedly leaves half of the business to his younger, blonder girlfriend, Savannah. Liv and Savannah are not a match made in heaven, to say the least. But what starts as a personal and professional nightmare transforms into something even savvy, cynical Liv Goldenhorn couldn’t begin to imagine. It Had to Be You cleverly unites Liv, Savannah, and couples as diverse and unique as New York City itself, in a joyous Love-Actually-style braided narrative. The result is a smart, modern love story that truly speaks to our times. Second chances, secret romance, and steamy soul mates are front and center in this sexy, tender, and utterly charming rom-com.",384.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=NZb-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=NZb-DwAAQBAJ&printsec=frontcover&dq=A+Master+of+Djinn&hl=&cd=6&source=gbs_api,"It Had to Be You cleverly unites Liv, Savannah, and couples as diverse and unique as New York City itself, in a joyous Love-Actually-style braided narrative. The result is a smart, modern love story that truly speaks to our times.",1982133198,9781982133191.0,Romance
efcdEAAAQBAJ,ZtoQiXip/x0,A Master of Djinn Sneak Peek,P. Djèlí Clark,2021-03-02,"Nebula, Locus, and Alex Award-winner P. Djèlí Clark returns to his popular alternate Cairo universe for his fantasy novel debut, A Master of Djinn. Download a FREE sneak peek today! Cairo, 1912: Though Fatma el-Sha’arawi is the youngest woman working for the Ministry of Alchemy, Enchantments and Supernatural Entities, she’s certainly not a rookie, especially after preventing the destruction of the universe last summer. So when someone murders a secret brotherhood dedicated to one of the most famous men in history, al-Jahiz, Agent Fatma is called onto the case. Al-Jahiz transformed the world fifty years ago when he opened up the veil between the magical and mundane realms, before vanishing into the unknown. This murderer claims to be al-Jahiz, returned to condemn the modern age for its social oppressions. His dangerous magical abilities instigate unrest in the streets of Cairo that threaten to spill over onto the global stage. Alongside her Ministry colleagues and a familiar person from her past, Agent Fatma must unravel the mystery behind this imposter to restore peace to the city—or face the possibility he could be exactly who he seems... A Master of Djinn is poised to launch P. Djèlí Clark’s SFF career to new heights as the highly-anticipated debut readers are clamoring for. Novellas by P. Djèlí Clark The Black God's Drums The Haunting of Tram Car 015 Ring Shout At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",76.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=efcdEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=efcdEAAAQBAJ&dq=A+Master+of+Djinn&hl=&cd=7&source=gbs_api,"Novellas by P. Djèlí Clark The Black God&#39;s Drums The Haunting of Tram Car 015 Ring Shout At the Publisher&#39;s request, this title is being sold without Digital Rights Management Software (DRM) applied.",1250832306,9781250832306.0,Fantasy
k6_SDwAAQBAJ,XhdZLkTu21g,The Thousand Names,Django Wexler,2020-03-05,"Set in an alternate nineteenth century, muskets and magic are weapons to be feared in the first ""spectacular epic"" (Fantasy Book Critic) in Django Wexler's Shadow Campaigns series. Captain Marcus d'Ivoire, commander of one of the Vordanai empire's colonial garrisons, was serving out his days in a sleepy, remote outpost-until a rebellion left him in charge of a demoralized force clinging to a small fortress at the edge of the desert. To flee from her past, Winter Ihernglass masqueraded as a man and enlisted as a ranker in the Vordanai Colonials, hoping only to avoid notice. But when chance sees her promoted to command, she must lead her men into battle against impossible odds. Their fate depends on Colonel Janus bet Vhalnich. Under his command, Marcus and Winter feel the tide turning and their allegiance being tested. For Janus's ambitions extend beyond the battlefield and into the realm of the supernatural-a realm with the power to reshape the known world and change the lives of everyone in its path.",656.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=k6_SDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=k6_SDwAAQBAJ&printsec=frontcover&dq=A+Master+of+Djinn&hl=&cd=8&source=gbs_api,"Set in an alternate nineteenth century, muskets and magic are weapons to be feared in the first &quot;spectacular epic&quot; (Fantasy Book Critic) in Django Wexler&#39;s Shadow Campaigns series.",1473583306,9781473583306.0,Fantasy
yT7LDAAAQBAJ,9DWzewlTFqQ,SIHR DJINN AFARIT AND HOW TO SUMMON THEM. 3rd Edition,Maximillien De Lafayette,2016-08,"SIHR DJINN AFARIT AND HOW TO SUMMON THEM: The Banned Book Of Sorcery, Spells, Magic and Witchcraft. 3rd Edition. Published by Times Square Press, New York. ""This is a heavy-duty Kitab (Book) on Sihr (Magic, Witchcraft, Sorcery), Djinns, Afarit, Kitabaat (Magical writings), and Talasem (Talismans). As a practitioner of Ilmu Al Sihr, you will have the rare and unprecedented opportunity to polish and perfect your practice. As a novice and a researcher, you will learn quite a lot about all these subjects which were never before discussed and explained in any other language than in Arabic. As you already know, Djinns, Afarit and Sihr originated in the ancient Middle East, Arab Peninsula and North Africa, and the Saher (Magician, Sorcerer) used only Arabic, and the secret languages of Al-Arwaah (Spirits) and ""Etheric Entities"" to summon multiple and various categories of Spirits and entities which remained shrouded in absolute secrecy for centuries."" Honorable Ulema Master Farid Tayara.",598.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=yT7LDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=yT7LDAAAQBAJ&printsec=frontcover&dq=A+Master+of+Djinn&hl=&cd=9&source=gbs_api,"Published by Times Square Press, New York. &quot;This is a heavy-duty Kitab (Book) on Sihr (Magic, Witchcraft, Sorcery), Djinns, Afarit, Kitabaat (Magical writings), and Talasem (Talismans).",1365298027,9781365298028.0,Fantasy
IC6GlQMceUgC,1x776Ji6TA8,Jinn,Matthew B.J. Delaney,2007-04-01,"It is May 1943. On the remote island of Bougainville, in the South Pacific, a squad of United States Marines beats their way through the thick jungle. They've landed to do battle with the Japanese soldiers on the island, but in short order, they begin to realize that the forbidding battleground holds an ancient secret a hundred times more terrifying than any enemy army---especially when they start finding the bodies. Flash-forward to July 2008. In the slums---and the skyscrapers---of Boston, a new kind of depraved serial killer is stalking human prey and terrifying the city. The bodies have been found posed and mutilated in bizarre ways that the two police officers in charge of the case have never seen before---and never want to see again. Are the two scenarios connected? Detectives Jefferson and Brogan have no idea that to solve the biggest case of their careers, their investigation must take them around the world and through time and history---from a mysterious salvaged submarine with a shocking secret, to an inhumane prison where the inmates are even more scared than usual of ""the Pit,"" and finally back to the beginning: the sinister island in the South Seas where something inhuman has been biding its time. Matthew B.J. Delaney's Jinn won the 2003 International Horror Guild Award for Best First Novel.",448.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=IC6GlQMceUgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=IC6GlQMceUgC&printsec=frontcover&dq=A+Master+of+Djinn&hl=&cd=10&source=gbs_api,Matthew B.J. Delaney&#39;s Jinn won the 2003 International Horror Guild Award for Best First Novel.,1429972823,9781429972826.0,Mystery
p87dDwAAQBAJ,79qgc+1olWA,Winter's Orbit,Everina Maxwell,2021-02-02,"A Sunday Times Bestseller! A 2022 Alex Award Winner! “Sparks fly” (NPR) in Everina Maxwell’s gut-wrenching and romantic space opera debut. Prince Kiem, a famously disappointing minor royal and the Emperor's least favorite grandchild, has been called upon to be useful for once. He's commanded to fulfill an obligation of marriage to the representative of the Empire's newest and most rebellious vassal planet. His future husband, Count Jainan, is a widower and murder suspect. Neither wants to be wed, but with a conspiracy unfolding around them and the fate of the empire at stake they will have to navigate the thorns and barbs of court intrigue, the machinations of war, and the long shadows of Jainan's past, and they'll have to do it together. So begins a legendary love story amid the stars. Like Ancillary Justice meets Red, White and Royal Blue, Winter’s Orbit is perfect for fans of Lois McMaster Bujold. “High-pitched noises escaped me; I shouted, more than once, 'Now kiss!' ... in a world so relentlessly uncertain, there’s a powerfully simple pleasure in the experience of a promise kept.” —The New York Times Book Review At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",320.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=p87dDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=p87dDwAAQBAJ&printsec=frontcover&dq=Winter%27s+Orbit&hl=&cd=1&source=gbs_api,A Sunday Times Bestseller! A 2022 Alex Award Winner! “Sparks fly” (NPR) in Everina Maxwell’s gut-wrenching and romantic space opera debut.,1250758858,9781250758859.0,Science Fiction
iqfyDwAAQBAJ,bzhtfgIYMWA,Winter's Orbit,Everina Maxwell,2021-02-02,"'A chilling account of a dark past wrapped in the warm blanket of a promising future . . . A pleasure to read' Ann Leckie 'Sparks fly' NPR 'A stunning new space opera debut' K. B. Wagers The Iskat Empire rules its vassal planets through a system of treaties - so when Prince Taam, key figure in a political alliance, is killed, a replacement must be found. His widower, Jainan, is rushed into an arranged marriage with the disreputable aristocrat Kiem, in a bid to keep rising hostilities between two worlds under control. But Prince Taam's death may not have been an accident, and when Jainan himself is a suspect, he and Kiem must navigate the perils of the Iskat court, solve a murder, and prevent an interplanetary war . . . ***Winner of an ALA Alex Award*** 'Has everything you could ask: impossible choices, divided loyalties, dry wit . . . charming slow-burn romance, and an adventure in space politics' A. K. Larkwood 'High-pitched noises escaped me; I shouted, more than once, 'Now kiss!'...in a world so relentlessly uncertain, there's a powerfully simple pleasure in the experience of a promise kept' The New York Times Book Review 'Dazzling . . . Its characters stayed with me long after I raced through the last chapters' Aliette de Boddard Everina Maxwell's debut is a space opera with high-stakes multi-world politics and irresistibly engaging characters, perfect for fans of Gideon the Ninth and The Long Way to a Small, Angry Planet. An LGBTQ romance and Tiktok/Booktok sensation. Find the author on Twitter at @av_stories From the same author: OCEAN'S ECHO (November 2022)",432.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=iqfyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=iqfyDwAAQBAJ&pg=PT385&dq=Winter%27s+Orbit&hl=&cd=2&source=gbs_api,... Tumblr: Avoliot Instagram: @everina_maxwell Find out more about Everina Maxwell and other Orbit authors by registering for the free monthly newsletter at orbitbooks.net. interview your mind? Where did the idea for <b>Winter&#39;s Orbit</b>.,0356515877,9780356515878.0,Science Fiction
